image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_fetta.bmp,Spessore della Crosta,Crosta spessa agli scalzi.,La crosta del formaggio è spessa agli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_fetta.bmp,Spessore della Crosta,Crosta disomogenea con spessore mediamente spesso.,La crosta del formaggio è disomogenea con spessore mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata sugli angoli.,La crosta del formaggio è mediamente spessa con unghia marcata sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_fetta.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_fetta.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata su un lato, con spessore sottile.","La crosta del formaggio è disomogenea e sfumata su un lato, con spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_fetta.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_fetta.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata su un lato, con spessore sottile.","La crosta del formaggio è disomogenea e sfumata su un lato, con spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_fetta.bmp,Spessore della Crosta,Crosta spessa agli scalzi.,La crosta del formaggio è spessa agli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_fetta.bmp,Spessore della Crosta,Crosta disomogenea con spessore mediamente spesso.,La crosta del formaggio è disomogenea con spessore mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata sugli angoli.,La crosta del formaggio è mediamente spessa con unghia marcata sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3b_314_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3b_314_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con sottocrosta marcata soprattutto sugli angoli.,La crosta del formaggio è mediamente spessa con sottocrosta marcata soprattutto sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3b_314_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3b_314_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3a_314_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3a_314_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con sottocrosta marcata soprattutto sugli angoli.,La crosta del formaggio è mediamente spessa con sottocrosta marcata soprattutto sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3a_314_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P3a_314_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5b_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato nella parte piatta.,La crosta del formaggio presenta uno spessore più marcato nella parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5b_330_grana.bmp,Spessore della Crosta,"Crosta disomogenea tra i due piatti, mediamente spessa.","La crosta del formaggio è disomogenea tra i due piatti, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5b_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato sulla parte piatta.,La crosta del formaggio presenta uno spessore più marcato sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5b_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato sulla parte piatta.,La crosta del formaggio presenta uno spessore più marcato sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5b_330_grana.bmp,Spessore della Crosta,"Crosta con scalzo poco pronunciato, molto più sottile rispetto all'altro lato, mediamente spessa.","La crosta del formaggio presenta uno scalzo poco pronunciato, molto più sottile rispetto all'altro lato, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P2b_313_fetta.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato e agli angoli.,La crosta del formaggio presenta uno spessore più marcato su un lato e agli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P2b_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P2b_313_fetta.bmp,Spessore della Crosta,"Crosta abbastanza omogenea, leggermente più carico al centro.","La crosta del formaggio è abbastanza omogenea, leggermente più carico al centro."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P2b_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1b_310_grana.bmp,Spessore della Crosta,Crosta con parte piatta e sottocrosta poco distinguibile.,La crosta del formaggio presenta una parte piatta e sottocrosta poco distinguibile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1b_310_grana.bmp,Spessore della Crosta,"Crosta con limite sfumato, nel complesso piatta e sottile.","La crosta del formaggio presenta un limite sfumato, nel complesso piatta e sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1b_310_grana.bmp,Spessore della Crosta,"Crosta sottile con sottocrosta poco evidente, pur sembrando relativamente spessa per la forma ridotta del formaggio.","La crosta del formaggio è sottile con sottocrosta poco evidente, pur sembrando relativamente spessa per la forma ridotta del formaggio."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1b_310_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P6a_338_fetta.bmp,Spessore della Crosta,Crosta molto sottile con unghia poco marcata.,La crosta del formaggio è molto sottile con unghia poco marcata.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4a_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile a tratti.,La crosta del formaggio è molto sottile a tratti.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4a_326_fetta.bmp,Spessore della Crosta,"Crosta irregolare, molto più spessa sullo scalzo.","La crosta del formaggio è irregolare, molto più spessa sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4a_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4a_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4a_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1a_310_grana.bmp,Spessore della Crosta,Crosta con parte piatta e sottocrosta poco distinguibile.,La crosta del formaggio presenta una parte piatta e sottocrosta poco distinguibile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1a_310_grana.bmp,Spessore della Crosta,"Crosta con limite sfumato, nel complesso piatta e sottile.","La crosta del formaggio presenta un limite sfumato, nel complesso piatta e sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1a_310_grana.bmp,Spessore della Crosta,"Crosta sottile con sottocrosta poco evidente, pur sembrando relativamente spessa per la forma ridotta del formaggio.","La crosta del formaggio è sottile con sottocrosta poco evidente, pur sembrando relativamente spessa per la forma ridotta del formaggio."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P1a_310_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P6b_338_fetta.bmp,Spessore della Crosta,Crosta molto sottile con unghia poco marcata.,La crosta del formaggio è molto sottile con unghia poco marcata.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4b_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile a tratti.,La crosta del formaggio è molto sottile a tratti.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4b_326_fetta.bmp,Spessore della Crosta,"Crosta irregolare, molto più spessa sullo scalzo.","La crosta del formaggio è irregolare, molto più spessa sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4b_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4b_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P4b_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5a_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato nella parte piatta.,La crosta del formaggio presenta uno spessore più marcato nella parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5a_330_grana.bmp,Spessore della Crosta,"Crosta disomogenea tra i due piatti, mediamente spessa.","La crosta del formaggio è disomogenea tra i due piatti, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5a_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato sulla parte piatta.,La crosta del formaggio presenta uno spessore più marcato sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5a_330_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato sulla parte piatta.,La crosta del formaggio presenta uno spessore più marcato sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-20__P5a_330_grana.bmp,Spessore della Crosta,"Crosta con scalzo poco pronunciato, molto più sottile rispetto all'altro lato, mediamente spessa.","La crosta del formaggio presenta uno scalzo poco pronunciato, molto più sottile rispetto all'altro lato, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-20__P2a_313_fetta.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato e agli angoli.,La crosta del formaggio presenta uno spessore più marcato su un lato e agli angoli.
