dedup_key,attribute,caption_pre,frequency,sample_row_id
Profumo::assoluntamente non caratteristico a tratti putrido frutta fermentata,Profumo,"assoluntamente non caratteristico, a tratti putrido, frutta fermentata",4,41477
Profumo::prevalentemente brodo vegetale panna burro e verdure cotte,Profumo,"Prevalentemente brodo vegetale, panna, burro e verdure cotte",4,41478
Sapore::scarno addirittura poco salato fa emergere dolcezza,Sapore,"scarno. addirittura poco salato, fa emergere dolcezza",4,41481
Sapore::leggermente acido leggermente umami,Sapore,leggermente acido;leggermente umami,4,41482
Sapore::intenso ma non del tutto positivo,Sapore,"intenso, ma non del tutto positivo",4,41484
Sapore::lieve acidità' umami eccessivo poco equilibrato piccante evidente,Sapore,"lieve acidità', umami eccessivo, poco equilibrato, piccante evidente",4,41485
Sapore::nota acida iniziale nel complesso abbastanza equilibrato,Sapore,"nota acida iniziale, nel complesso abbastanza equilibrato",4,41486
Aroma::animale medio alto,Aroma,animale medio alto,4,41487
Aroma::crosta muffa,Aroma,crosta muffa,4,41488
Aroma::ancora taleggio/gorgonzola,Aroma,ancora taleggio/gorgonzola,4,41489
Aroma::non tipico del grana nostrano,Aroma,"non tipico del grana, nostrano",4,41491
Aroma::lattici cotti formaggio cotto crosta di grana leggero stantio finale,Aroma,"lattici cotti, formaggio cotto, crosta di grana, leggero stantio finale",4,41492
Aroma::non caratteristico di formaggio svizzero fruttato latte cotto,Aroma,"non caratteristico, di formaggio svizzero, fruttato, latte cotto",4,41493
Aroma::aroma lattico cotto poco intenso e ancormeno persistente,Aroma,aroma lattico cotto poco intenso e ancormeno persistente,4,41494
Texture::da sbrinz,Texture,da sbrinz;,4,41495
Texture::morbido poco granuloso poco sol,Texture,morbido poco granuloso poco sol,4,41496
Texture::morbido fondente struttura non definita rari cristalli,Texture,morbido. fondente. struttura non definita. rari cristalli,4,41497
Texture::poca grana e poca solubilità,Texture,poca grana e poca solubilità,4,41499
Texture::poco granulosa ancora umida legata poco solubile,Texture,"poco granulosa, ancora umida, legata, poco solubile",4,41501
Texture::il formaggio si scioglie completamente e velocemente in bocca,Texture,il formaggio si scioglie completamente e velocemente in bocca,4,41502
Spessore della Crosta::disomogenea e sfumata media 11mm,Spessore della Crosta,Disomogenea e sfumata Media 11mm,4,41503
Spessore della Crosta::larga agli scalzi,Spessore della Crosta,Larga agli scalzi,4,41506
Spessore della Crosta::ne grossa ne fine,Spessore della Crosta,Ne grossa ne fine,4,41510
Struttura della Pasta::stirata con microocchiature 1o 2 mm,Struttura della Pasta,Stirata con microocchiature 1o 2 mm,4,41512
Struttura della Pasta::microocchiatura neanche piccolissima pasta stirata non strutturata,Struttura della Pasta,"Microocchiatura neanche piccolissima, Pasta stirata, non strutturata",4,41513
Struttura della Pasta::presenza di microcchiature,Struttura della Pasta,Presenza di microcchiature,4,41514
Struttura della Pasta::stirata microocchiatura diffusa,Struttura della Pasta,"Stirata, microocchiatura diffusa",4,41516
Struttura della Pasta::difettosa stirata a tratti micro occhiatura,Struttura della Pasta,"Difettosa, stirata, a tratti micro occhiatura",4,41517
Struttura della Pasta::frattura regolare impugnatura presente e diffusa max 2mm la superficie si presenta molto asciutta,Struttura della Pasta,"Frattura regolare, impugnatura presente e diffusa, Max 2mm, la superficie si presenta molto asciutta",4,41518
Colore della Pasta::arancio carico,Colore della Pasta,Arancio carico,4,41519
Colore della Pasta::giallo molto con alone carico,Colore della Pasta,Giallo molto con alone carico,4,41520
Colore della Pasta::molto carico più chiaro sotto un piatto,Colore della Pasta,"Molto carico, più chiaro sotto un piatto",4,41524
Colore della Pasta::carico tendente al nocciola,Colore della Pasta,Carico tendente al nocciola,4,41525
Colore della Pasta::paglierino scarico con all'ufficio verdastri,Colore della Pasta,Paglierino scarico con all'ufficio verdastri,4,41526
Profumo::crosta di formaggio e brodo,Profumo,crosta di formaggio e brodo,4,42426
Profumo::ossidato vecchio,Profumo,"ossidato, vecchio",4,42429
Profumo::intenso nota fermentata frutta fermentata burro sciolto,Profumo,"intenso, nota fermentata, frutta fermentata, burro sciolto",4,42430
Profumo::insilato,Profumo,insilato,8,42431
Profumo::fruttato intenso (pesca),Profumo,fruttato intenso (pesca),4,42432
Sapore::amaro piccante acido sono i più evidenti manca di equilibrio e dolcezza,Sapore,"amaro, piccante, acido sono i più evidenti manca di equilibrio e dolcezza",4,42434
Sapore::motlo umami e piccante,Sapore,motlo umami e piccante,4,42439
Sapore::dolcezza media sapidità' medio bassa umami medio piccantezza medio bassa abbastanza equilibrato,Sapore,"dolcezza media, sapidità' medio bassa, umami medio, piccantezza medio bassa, abbastanza equilibrato",4,42440
Sapore::nota iniziale acida nel complesso abastanza equilibrato assenza del piccante,Sapore,"nota iniziale acida, nel complesso abastanza equilibrato assenza del piccante",4,42442
Aroma::tende a zero,Aroma,tende a zero,4,42444
Aroma::sentore di burro ma resta un poco di piccante,Aroma,"sentore di burro, ma resta un poco di piccante",4,42446
Aroma::crosta e ossidato bruciato,Aroma,"crosta e ossidato, bruciato",4,42449
Aroma::frutta tropicale ananas frutta matura quasi fermentata nota lattica di burro fuso,Aroma,"frutta tropicale, ananas, frutta matura, quasi fermentata, nota lattica di burro fuso",4,42450
Texture::friabile cristalli asciutto granuloso ma lascia residuo (farina) alla fine,Texture,friabile cristalli asciutto granuloso ma lascia residuo (farina) alla fine,4,42453
Texture::si frantuma bene sotto il molare buona microstruttura umido cristalli ce n'è,Texture,"si frantuma bene sotto il molare, buona microstruttura. umido. cristalli ce n'è",4,42454
Texture::buona friabilità' presenza di cristalli scarsa solubilità,Texture,"buona friabilità', presenza di cristalli, scarsa solubilità",4,42456
Texture::buona grana solubile,Texture,"buona grana, solubile",4,42458
Texture::moderatamente duro friabile grossolano abbastanza solubile parecchi cristalli,Texture,"moderatamente duro, friabile, grossolano, abbastanza solubile, parecchi cristalli",4,42459
Texture::mediamente granulosa mediamente umida pochi microcristalli solubilità' medio bassa,Texture,"mediamente granulosa, mediamente umida, pochi microcristalli, solubilità' medio bassa",4,42460
Texture::cristalli grana,Texture,cristalli grana,4,42461
Texture::bocca pulita,Texture,bocca pulita,8,42462
Spessore della Crosta::sempre sopra al cm,Spessore della Crosta,Sempre sopra al cm,4,42464
Spessore della Crosta::1 1 cm con spesso sottocrosta soprattutto sugli angoli,Spessore della Crosta,"1,1 cm con spesso sottocrosta soprattutto sugli angoli",4,42468
Spessore della Crosta::crosta sottile,Spessore della Crosta,Crosta sottile,4,42472
Struttura della Pasta::frattura regolare grana grossolana cristalli piccoli,Struttura della Pasta,Frattura regolare grana grossolana cristalli piccoli,4,42473
Struttura della Pasta::taglio molto buono grana regolare tendente al fine,Struttura della Pasta,Taglio molto buono. Grana regolare tendente al fine,4,42474
Struttura della Pasta::frattura regolare grana medio fine,Struttura della Pasta,"Frattura regolare,grana medio fine",4,42476
Struttura della Pasta::frattura regolare grana di dimensione media ma non omogenea,Struttura della Pasta,"Frattura regolare, grana di dimensione media ma non omogenea",4,42478
Struttura della Pasta::struttura granulosa frattura regolare,Struttura della Pasta,"Struttura granulosa, frattura regolare",4,42479
Struttura della Pasta::frattura regolare grana a tratti ben strutturata a tratti grossolana,Struttura della Pasta,"Frattura regolare, grana a tratti ben strutturata a tratti grossolana",4,42480
Struttura della Pasta::frattura regolare pasta granulosa assenza di occhiatura,Struttura della Pasta,Frattura regolare pasta Granulosa assenza di occhiatura,4,42482
Colore della Pasta::tendente al rosato con fascia più chiara,Colore della Pasta,Tendente al rosato con fascia più chiara,4,42483
Colore della Pasta::una porzione verso 1 piatto e uno scalzo è più chiara il resto comunque poco più saturo,Colore della Pasta,"Una porzione, verso 1 piatto e uno scalzo è più chiara. Il resto comunque poco più saturo",4,42484
Colore della Pasta::leggermente disomogeneo,Colore della Pasta,Leggermente disomogeneo,4,42487
Colore della Pasta::giallo abbastanza carico leggermente alonato,Colore della Pasta,"Giallo abbastanza carico, leggermente alonato",4,42489
Colore della Pasta::tendenzialmente carico più chiaro verso una faccia,Colore della Pasta,"Tendenzialmente carico,più chiaro verso una faccia",4,42490
Colore della Pasta::leggero alone colore tendente al chiaro,Colore della Pasta,Leggero alone colore tendente al chiaro,4,42491
Profumo::note di crosta ossidato e animale,Profumo,"note di crosta, ossidato e animale",4,42569
Profumo::poco intenso note lattiche deboli stantio,Profumo,"poco intenso, note lattiche deboli, stantio",4,42570
Profumo::leggermente di stalla,Profumo,leggermente di stalla,4,42571
Profumo::leggero sentore di crosta di formaggio latte acido e panna,Profumo,leggero sentore di crosta di formaggio latte acido e panna,4,42572
Sapore::umami e salato accentuati con una punta di acido,Sapore,"umami e salato accentuati, con una punta di acido",4,42579
Sapore::dolcezza media sapidità' medio alta umami medio piccantezza media abbastanza equilibrato forse un poco sapido,Sapore,"dolcezza media, sapidità' medio alta, umami medio, piccantezza media, abbastanza equilibrato, forse un poco sapido",4,42580
Sapore::nota acida iniziale segue il salato e il dolce,Sapore,"nota acida iniziale segue il salato, e il dolce",4,42582
Aroma::una punta acida e crosta,Aroma,una punta acida e crosta,4,42586
Aroma::erbaceo vegetale non del tutto tipico del grana,Aroma,"erbaceo, vegetale. non del tutto tipico del grana",4,42588
Aroma::burro ma amche lesso ossidato crosta,Aroma,"burro ma amche lesso, ossidato, crosta",4,42589
Aroma::note lattiche più\ pronunciate che al naso burro fuso fruttato,Aroma,"note lattiche più\ pronunciate che al naso, burro fuso, fruttato",4,42590
Aroma::lattico cotto tostato e leggero fruttato,Aroma,lattico cotto tostato e leggero fruttato,4,42592
Texture::umido e compatto cristalli poco sol,Texture,umido e compatto cristalli poco sol,4,42593
Texture::buona friabilità la microstruttura tende al fine pochi granuli ma presenti,Texture,"buona friabilità. la microstruttura tende al fine. pochi granuli, ma presenti",4,42594
Texture::friabile microstruttura presente cristalli ok solubile,Texture,"friabile, microstruttura presente, cristalli ok, solubile",4,42596
Texture::leggermente pastoso non troppo solubile,Texture,"leggermente. pastoso, non troppo solubile",4,42598
Texture::abbastanza morbido e friabile un poco' asciutto,Texture,"abbastanza morbido e friabile, un poco' asciutto,",4,42599
Texture::cedevole ancora umida non molto solubile,Texture,"cedevole, ancora umida, non molto solubile",4,42600
Texture::cristalli poca grana,Texture,cristalli poca grana,4,42601
Texture::si sciogliie bene,Texture,si sciogliie bene,4,42602
Spessore della Crosta::più evidente sotto un piatto,Spessore della Crosta,Più evidente sotto un piatto,4,42603
Spessore della Crosta::crosta difforme sii due piatti media 1cm,Spessore della Crosta,Crosta difforme sii due piatti. Media 1cm,4,42608
Spessore della Crosta::più spessa su un piatto,Spessore della Crosta,Più spessa su un piatto,8,42609
Spessore della Crosta::più marcata su un piatto,Spessore della Crosta,Più marcata su un piatto,4,42610
Spessore della Crosta::no scalzo risulta molto più sottile dell'altro crosta mediamente grossa,Spessore della Crosta,"No scalzo risulta molto più sottile dell'altro,crosta mediamente grossa",4,42612
Struttura della Pasta::numerosi piccoli strappi bella grana,Struttura della Pasta,Numerosi piccoli strappi bella grana,4,42613
Struttura della Pasta::tanti tagli fessure sottili in ogni verso grana non perfettamente omogenea frattura solo discreta,Struttura della Pasta,"Tanti tagli, fessure sottili in ogni verso. Grana non perfettamente omogenea. Frattura solo discreta",4,42614
Struttura della Pasta::frattura irregolare con crepe interne,Struttura della Pasta,Frattura irregolare con crepe interne,4,42616
Struttura della Pasta::diverse fratture,Struttura della Pasta,Diverse fratture,4,42617
Struttura della Pasta::grana grossa e omogenea ma sono presenti numerosi spacchi e sfoglie,Struttura della Pasta,Grana grossa e omogenea ma sono presenti numerosi spacchi e sfoglie,4,42618
Struttura della Pasta::frattura non regolare stirata con fessure,Struttura della Pasta,"Frattura non regolare, stirata, con fessure",4,42619
Struttura della Pasta::frattura ok pasta granulosa con grana non sempre ben definita presenza di spacco centrale,Struttura della Pasta,"Frattura ok, pasta granulosa con grana non sempre ben definita, presenza di spacco centrale",4,42620
Struttura della Pasta::tante fessure frattura grossolana grana grossolana,Struttura della Pasta,Tante fessure frattura grossolana Grana grossolana,4,42621
Struttura della Pasta::frattura abbastanza omogenea centralmente ha due grosse venditore di oltre 4 cm,Struttura della Pasta,"Frattura abbastanza omogenea, centralmente ha due grosse venditore di oltre 4 cm",4,42622
Colore della Pasta::colore carico tendente al grigio più chiaro sotto un piatto,Colore della Pasta,Colore carico tendente al grigio più chiaro sotto un piatto,4,42623
